,user_id,fl_approved
354,05886ec4-7191-4594-b54e-3700634d88c9,1
355,058d641a-3827-45e1-8761-c4a67ee875d9,1
356,058e124d-95dd-481f-8b49-034cb372529c,1
357,058ec483-b575-4b11-a413-29b94c3f19cf,1
358,05929809-c158-4741-8f8d-3359d0319f86,0
359,0593b244-de38-44bb-88f4-d560b6655118,0
360,059736a2-70bc-4cc3-a410-8d3b006980a5,1
361,05a0fdd5-08cb-488b-8cb4-a65607a30157,1
362,05ab5101-adb0-4e89-a1d6-101481d78032,1
363,05ad385b-8e91-4f9d-8818-c693c48cca68,1
364,05afa8df-62cb-4b64-9708-231a55cadac3,1
365,05b5b316-a210-45a8-b9d8-3d8629d7cd12,1
366,05b8861a-9a50-4228-becb-8d431e753f81,1
367,05bebd50-12bd-4e93-90bf-58065b19bebc,1
368,05c10660-f8bd-4131-9e93-5daae1f5df90,1
369,05c3a510-93e0-48e4-80c8-5d6ad126a6f6,1
370,05c5e004-c320-4f8c-8d21-6fcadd9fd3dc,0
371,05c84486-92fd-4b19-b9bb-f1d70c6997e1,1
372,05cce4bb-eef8-4023-ab66-d19e8c9f12db,1
373,05cceed3-fad6-4ee5-bf9c-3af3f5af2bab,1
374,05d69801-a4bc-4f9e-87f4-b0276a587b2a,1
375,05da113e-28ed-4c4f-b0a9-97d7b0900146,1
376,05dbe0d3-a7ea-472e-b4de-3701b2d25a6c,1
377,05dbe5c2-4687-41cd-b7c0-da8f1f67ee71,1
378,05dda4cb-b6de-4598-bf4e-807b696a43e4,1
379,05dfb8e6-8d9a-4fb7-ab94-dbcd6d55b15a,1
380,05e08e5c-e9d0-4d57-9872-c0492ca81efb,1
381,05e2366d-c85e-4d2e-9289-55f6564a3374,0
382,05e42ac7-4c13-47ea-85e8-40be5596159e,1
383,05e6e318-7a56-4b0a-833b-0b0cbd5dc267,1
384,05ea47e3-c8b6-4d29-bf02-93bb19e25b8e,1
385,05ed84e4-01c1-43a4-94c0-4dac55eb840b,1
386,05f4b73b-a76f-4487-84ec-5e0b3130203f,0
387,05f74bde-14d3-40ca-a282-20cf020b950e,1
388,06014580-2d14-482b-9325-0ac51e1c22a7,0
389,0605a7ec-2b43-4ac3-86ab-bbfdb4f0a1a7,1
390,06069cea-0e0f-4532-8b69-f35f7c8bfb87,1
391,0606ab52-2dc5-4f38-a37a-e9567f4cc474,1
392,060f1e34-8091-40c9-85a7-e6c197a330b8,0
393,0612405f-4155-426e-a8ef-d3ad4d744147,1
394,061ab1ba-23bd-41e8-87cb-0371f93fafb3,1
395,061bdb7a-fcc8-411d-b915-fc798c2b9a06,0
396,061e0691-b895-480d-8a60-741b73ca5e68,1
397,0622195c-ea90-4adc-8549-d187974aa2ad,1
398,0624208f-0685-456a-bae9-540ec986b407,1
399,062688d2-0d26-4266-93e5-b91c4ce297e1,1
400,06285903-b5e9-4eb6-b1b8-cd0fc997f3f3,1
401,0628c034-0059-4f46-9593-eb0c8992afbb,1
402,062b0e28-863f-4b3a-bfab-faabb641a5ac,1
403,062e4ed5-1d46-4eb5-9fb2-a973b6d31527,0
404,0638c161-e6ed-42c7-bd9b-a7938d068c72,1
405,06398ced-531f-4a62-8591-541d7064408c,1
406,0643f2d1-f06f-4048-ad5e-968caa2f9e64,1
407,0645f429-1cd7-4bcf-8191-6f48fc3fc9b6,1
408,0647ccda-2d81-4263-98e6-d7d4e8883c78,1
409,0648d41a-89d2-493d-a0c9-cfd2f972d548,1
410,064eb218-b2ed-435f-9013-a86aa34b3bf4,1
411,0659d156-bda5-4146-8024-93f1491f0604,1
412,065b5ee5-8927-47aa-87b1-b221822ab137,1
413,065d3c71-927a-4a9d-b5fe-9d42d0799839,1
414,0660d03c-c5b2-4680-b5ec-d92821aa73bd,1
415,0669703e-3169-47b2-9d5b-35c4f7f0f830,1
416,0669b336-9d59-405c-9e13-101f85e7e113,1
417,066b372a-3b8a-4cfa-b73b-21e153d63cf1,1
418,066ef08b-dac7-4c46-94ac-b56cedaf8c42,1
419,06762c84-b0d4-48b8-8103-7a4f90b881c2,0
420,06777861-9b4b-4a4e-928a-5eba015f014c,0
421,067b8938-d428-4b34-a5c6-ac24b24ad3b7,0
422,0680266f-76fd-4a5a-91e1-547154f86555,1
423,06802e8b-d7f3-4abd-8a6f-2a77b2755322,1
424,0689960f-dbb6-43be-bc1b-9593b6dfebae,1
425,0689cc43-dac1-4ff2-9f7f-a124ed6e0afa,1
426,068ae0dc-f56c-4918-8b45-e339cc337469,1
427,068cf9c1-371d-4ed3-b0e4-caa1b028c74b,1
428,068ffee0-42b4-4317-b877-83a105d5d697,0
429,069513c8-d074-4acb-afc4-4289018c7183,0
430,0696c4ac-65d3-4b72-a0f6-852eac02670e,0
431,0697d428-93f9-4c92-9a2a-b72fd5c1f7b4,1
432,069a43e5-f588-4403-9c2c-5f93f7ed6e7f,1
433,069a5146-e816-44d6-92b4-334bd3d5d433,1
434,069bd965-6574-430d-85ce-e45ff42eff21,1
435,06a31857-bc1e-4a3c-9725-6d9d7a27336a,0
436,06a77acc-d450-4f92-9b47-21de5603f532,0
437,06ae4314-dfc5-4b0e-892b-1c95f3f7c6d9,1
438,06b19b14-9d7f-4565-98a0-82fd4e8aab3a,1
439,06c142bc-0454-48e8-8d0b-4f00a5e3fb55,1
440,06c19372-1848-4ecc-9c22-a45ca96b2ea0,1
441,06c48d16-98e9-442f-b313-5d93427d6179,1
442,06cf1c0c-1987-4ed5-a993-370308eb5e0d,1
443,06d1336d-1a25-4cca-a86e-1275dab1aad2,1
444,06d20e28-c5c0-4c09-96ad-e7d61dcf71df,1
445,06d3479f-e1cc-43ba-a6fa-49929fbd636f,1
446,06d8a390-1dcc-42e8-91ad-e59f7677f81b,1
447,06d9bf66-43bf-4f8d-924a-a70d8f5a2379,1
448,06dc6b9d-2b67-47ff-a42d-92aeda341827,1
449,06df35f8-1475-4cf2-a3c4-dfeb3c8658ca,1
450,06e0dff2-79c8-4eb5-996a-fff870ce8362,1
451,06e97c98-ac69-4452-b8a8-21afdfb463b1,1
452,06ed8fa8-ab37-4db8-8819-9bc9f8e54715,1
453,06ef7ec0-0244-4141-8744-e5fa1aa1a84d,1
454,06f0b5e6-cd1f-482d-9cbe-5da269077db8,1
455,070352ec-75f7-479e-b08b-4d60305ae7f0,1
